Date,Ticker,Weight
2023-05-31,SPY,0.3333333333333333
2023-05-31,BA,0.3333333333333333
2023-05-31,WMT,0.3333333333333333
2023-06-01,DIS,0.3333333333333333
2023-06-01,AAPL,0.3333333333333333
2023-06-01,WMT,0.3333333333333333
2023-06-02,AAPL,0.3333333333333333
2023-06-02,BA,0.3333333333333333
2023-06-02,MSFT,0.3333333333333333
2023-06-05,AAPL,0.3333333333333333
2023-06-05,BA,0.3333333333333333
2023-06-05,MSFT,0.3333333333333333
2023-06-06,BA,0.3333333333333333
2023-06-06,JNJ,0.3333333333333333
2023-06-06,MSFT,0.3333333333333333
2023-06-07,NVDA,0.3333333333333333
2023-06-07,WMT,0.3333333333333333
2023-06-07,XOM,0.3333333333333333
2023-06-08,AAPL,0.3333333333333333
2023-06-08,JNJ,0.3333333333333333
2023-06-08,MSFT,0.3333333333333333
2023-06-09,DIS,0.3333333333333333
2023-06-09,JNJ,0.3333333333333333
2023-06-09,JPM,0.3333333333333333
2023-06-12,SPY,0.3333333333333333
2023-06-12,JNJ,0.3333333333333333
2023-06-12,WMT,0.3333333333333333
2023-06-13,SPY,0.3333333333333333
2023-06-13,AAPL,0.3333333333333333
2023-06-13,BA,0.3333333333333333
2023-06-14,DIS,0.3333333333333333
2023-06-14,JPM,0.3333333333333333
2023-06-14,XOM,0.3333333333333333
2023-06-15,DIS,0.3333333333333333
2023-06-15,JNJ,0.3333333333333333
2023-06-15,XOM,0.3333333333333333
2023-06-16,JNJ,0.3333333333333333
2023-06-16,NVDA,0.3333333333333333
2023-06-16,XOM,0.3333333333333333
2023-06-20,AAPL,0.3333333333333333
2023-06-20,BA,0.3333333333333333
2023-06-20,MSFT,0.3333333333333333
2023-06-21,KO,0.3333333333333333
2023-06-21,WMT,0.3333333333333333
2023-06-21,XOM,0.3333333333333333
2023-06-22,DIS,0.3333333333333333
2023-06-22,JPM,0.3333333333333333
2023-06-22,XOM,0.3333333333333333
2023-06-23,DIS,0.3333333333333333
2023-06-23,SPY,0.3333333333333333
2023-06-23,NVDA,0.3333333333333333
2023-06-26,KO,0.3333333333333333
2023-06-26,NVDA,0.3333333333333333
2023-06-26,WMT,0.3333333333333333
2023-06-27,SPY,0.3333333333333333
2023-06-27,BA,0.3333333333333333
2023-06-27,XOM,0.3333333333333333
2023-06-28,KO,0.3333333333333333
2023-06-28,AAPL,0.3333333333333333
2023-06-28,JPM,0.3333333333333333
2023-06-29,NVDA,0.3333333333333333
2023-06-29,WMT,0.3333333333333333
2023-06-29,MSFT,0.3333333333333333
2023-06-30,AAPL,0.3333333333333333
2023-06-30,JPM,0.3333333333333333
2023-06-30,WMT,0.3333333333333333
2023-07-03,JNJ,0.3333333333333333
2023-07-03,JPM,0.3333333333333333
2023-07-03,NVDA,0.3333333333333333
2023-07-05,BA,0.3333333333333333
2023-07-05,JPM,0.3333333333333333
2023-07-05,MSFT,0.3333333333333333
2023-07-06,SPY,0.3333333333333333
2023-07-06,WMT,0.3333333333333333
2023-07-06,XOM,0.3333333333333333
2023-07-07,NVDA,0.3333333333333333
2023-07-07,WMT,0.3333333333333333
2023-07-07,MSFT,0.3333333333333333
2023-07-10,KO,0.3333333333333333
2023-07-10,JPM,0.3333333333333333
2023-07-10,MSFT,0.3333333333333333
2023-07-11,NVDA,0.3333333333333333
2023-07-11,WMT,0.3333333333333333
2023-07-11,XOM,0.3333333333333333
2023-07-12,BA,0.3333333333333333
2023-07-12,JPM,0.3333333333333333
2023-07-12,WMT,0.3333333333333333
2023-07-13,AAPL,0.3333333333333333
2023-07-13,JNJ,0.3333333333333333
2023-07-13,JPM,0.3333333333333333
2023-07-14,DIS,0.3333333333333333
2023-07-14,JNJ,0.3333333333333333
2023-07-14,JPM,0.3333333333333333
2023-07-17,JPM,0.3333333333333333
2023-07-17,WMT,0.3333333333333333
2023-07-17,XOM,0.3333333333333333
2023-07-18,JNJ,0.3333333333333333
2023-07-18,NVDA,0.3333333333333333
2023-07-18,XOM,0.3333333333333333
2023-07-19,SPY,0.3333333333333333
2023-07-19,JNJ,0.3333333333333333
2023-07-19,WMT,0.3333333333333333
2023-07-20,AAPL,0.3333333333333333
2023-07-20,JNJ,0.3333333333333333
2023-07-20,XOM,0.3333333333333333
2023-07-21,DIS,0.3333333333333333
2023-07-21,KO,0.3333333333333333
2023-07-21,NVDA,0.3333333333333333
2023-07-24,DIS,0.3333333333333333
2023-07-24,KO,0.3333333333333333
2023-07-24,AAPL,0.3333333333333333
2023-07-25,NVDA,0.3333333333333333
2023-07-25,WMT,0.3333333333333333
2023-07-25,MSFT,0.3333333333333333
2023-07-26,DIS,0.3333333333333333
2023-07-26,SPY,0.3333333333333333
2023-07-26,MSFT,0.3333333333333333
2023-07-27,SPY,0.3333333333333333
2023-07-27,JNJ,0.3333333333333333
2023-07-27,WMT,0.3333333333333333
2023-07-28,DIS,0.3333333333333333
2023-07-28,AAPL,0.3333333333333333
2023-07-28,BA,0.3333333333333333
2023-07-31,NVDA,0.3333333333333333
2023-07-31,WMT,0.3333333333333333
2023-07-31,MSFT,0.3333333333333333
2023-08-01,SPY,0.3333333333333333
2023-08-01,KO,0.3333333333333333
2023-08-01,BA,0.3333333333333333
2023-08-02,KO,0.3333333333333333
2023-08-02,NVDA,0.3333333333333333
2023-08-02,WMT,0.3333333333333333
2023-08-03,AAPL,0.3333333333333333
2023-08-03,JPM,0.3333333333333333
2023-08-03,MSFT,0.3333333333333333
2023-08-04,DIS,0.3333333333333333
2023-08-04,SPY,0.3333333333333333
2023-08-04,BA,0.3333333333333333
2023-08-07,SPY,0.3333333333333333
2023-08-07,BA,0.3333333333333333
2023-08-07,JPM,0.3333333333333333
2023-08-08,AAPL,0.3333333333333333
2023-08-08,JNJ,0.3333333333333333
2023-08-08,JPM,0.3333333333333333
2023-08-09,AAPL,0.3333333333333333
2023-08-09,JPM,0.3333333333333333
2023-08-09,MSFT,0.3333333333333333
2023-08-10,KO,0.3333333333333333
2023-08-10,BA,0.3333333333333333
2023-08-10,MSFT,0.3333333333333333
2023-08-11,DIS,0.3333333333333333
2023-08-11,JPM,0.3333333333333333
2023-08-11,WMT,0.3333333333333333
2023-08-14,AAPL,0.3333333333333333
2023-08-14,WMT,0.3333333333333333
2023-08-14,XOM,0.3333333333333333
2023-08-15,NVDA,0.3333333333333333
2023-08-15,WMT,0.3333333333333333
2023-08-15,MSFT,0.3333333333333333
2023-08-16,KO,0.3333333333333333
2023-08-16,JPM,0.3333333333333333
2023-08-16,NVDA,0.3333333333333333
2023-08-17,SPY,0.3333333333333333
2023-08-17,KO,0.3333333333333333
2023-08-17,JPM,0.3333333333333333
2023-08-18,BA,0.3333333333333333
2023-08-18,WMT,0.3333333333333333
2023-08-18,XOM,0.3333333333333333
2023-08-21,SPY,0.3333333333333333
2023-08-21,BA,0.3333333333333333
2023-08-21,XOM,0.3333333333333333
2023-08-22,AAPL,0.3333333333333333
2023-08-22,BA,0.3333333333333333
2023-08-22,NVDA,0.3333333333333333
2023-08-23,SPY,0.3333333333333333
2023-08-23,BA,0.3333333333333333
2023-08-23,MSFT,0.3333333333333333
2023-08-24,KO,0.3333333333333333
2023-08-24,JPM,0.3333333333333333
2023-08-24,NVDA,0.3333333333333333
2023-08-25,KO,0.3333333333333333
2023-08-25,AAPL,0.3333333333333333
2023-08-25,JNJ,0.3333333333333333
2023-08-28,SPY,0.3333333333333333
2023-08-28,KO,0.3333333333333333
2023-08-28,MSFT,0.3333333333333333
2023-08-29,DIS,0.3333333333333333
2023-08-29,AAPL,0.3333333333333333
2023-08-29,JNJ,0.3333333333333333
2023-08-30,DIS,0.3333333333333333
2023-08-30,SPY,0.3333333333333333
2023-08-30,KO,0.3333333333333333
2023-08-31,SPY,0.3333333333333333
2023-08-31,KO,0.3333333333333333
2023-08-31,AAPL,0.3333333333333333
2023-09-01,AAPL,0.3333333333333333
2023-09-01,BA,0.3333333333333333
2023-09-01,WMT,0.3333333333333333
2023-09-05,SPY,0.3333333333333333
2023-09-05,BA,0.3333333333333333
2023-09-05,NVDA,0.3333333333333333
2023-09-06,JPM,0.3333333333333333
2023-09-06,MSFT,0.3333333333333333
2023-09-06,XOM,0.3333333333333333
2023-09-07,KO,0.3333333333333333
2023-09-07,BA,0.3333333333333333
2023-09-07,XOM,0.3333333333333333
2023-09-08,DIS,0.3333333333333333
2023-09-08,SPY,0.3333333333333333
2023-09-08,KO,0.3333333333333333
2023-09-11,DIS,0.3333333333333333
2023-09-11,WMT,0.3333333333333333
2023-09-11,MSFT,0.3333333333333333
2023-09-12,DIS,0.3333333333333333
2023-09-12,JPM,0.3333333333333333
2023-09-12,XOM,0.3333333333333333
2023-09-13,SPY,0.3333333333333333
2023-09-13,KO,0.3333333333333333
2023-09-13,MSFT,0.3333333333333333
2023-09-14,KO,0.3333333333333333
2023-09-14,BA,0.3333333333333333
2023-09-14,NVDA,0.3333333333333333
2023-09-15,DIS,0.3333333333333333
2023-09-15,KO,0.3333333333333333
2023-09-15,MSFT,0.3333333333333333
2023-09-18,AAPL,0.3333333333333333
2023-09-18,BA,0.3333333333333333
2023-09-18,WMT,0.3333333333333333
2023-09-19,DIS,0.3333333333333333
2023-09-19,WMT,0.3333333333333333
2023-09-19,MSFT,0.3333333333333333
2023-09-20,DIS,0.3333333333333333
2023-09-20,KO,0.3333333333333333
2023-09-20,BA,0.3333333333333333
2023-09-21,BA,0.3333333333333333
2023-09-21,JNJ,0.3333333333333333
2023-09-21,JPM,0.3333333333333333
2023-09-22,SPY,0.3333333333333333
2023-09-22,NVDA,0.3333333333333333
2023-09-22,XOM,0.3333333333333333
2023-09-25,AAPL,0.3333333333333333
2023-09-25,NVDA,0.3333333333333333
2023-09-25,MSFT,0.3333333333333333
2023-09-26,DIS,0.3333333333333333
2023-09-26,SPY,0.3333333333333333
2023-09-26,JPM,0.3333333333333333
2023-09-27,SPY,0.3333333333333333
2023-09-27,WMT,0.3333333333333333
2023-09-27,XOM,0.3333333333333333
2023-09-28,DIS,0.3333333333333333
2023-09-28,BA,0.3333333333333333
2023-09-28,NVDA,0.3333333333333333
2023-09-29,SPY,0.3333333333333333
2023-09-29,JNJ,0.3333333333333333
2023-09-29,WMT,0.3333333333333333
2023-10-02,SPY,0.3333333333333333
2023-10-02,BA,0.3333333333333333
2023-10-02,WMT,0.3333333333333333
2023-10-03,DIS,0.3333333333333333
2023-10-03,WMT,0.3333333333333333
2023-10-03,XOM,0.3333333333333333
2023-10-04,BA,0.3333333333333333
2023-10-04,NVDA,0.3333333333333333
2023-10-04,MSFT,0.3333333333333333
2023-10-05,SPY,0.3333333333333333
2023-10-05,JNJ,0.3333333333333333
2023-10-05,MSFT,0.3333333333333333
2023-10-06,SPY,0.3333333333333333
2023-10-06,JNJ,0.3333333333333333
2023-10-06,MSFT,0.3333333333333333
2023-10-09,SPY,0.3333333333333333
2023-10-09,AAPL,0.3333333333333333
2023-10-09,BA,0.3333333333333333
2023-10-10,AAPL,0.3333333333333333
2023-10-10,NVDA,0.3333333333333333
2023-10-10,MSFT,0.3333333333333333
2023-10-11,DIS,0.3333333333333333
2023-10-11,MSFT,0.3333333333333333
2023-10-11,XOM,0.3333333333333333
2023-10-12,AAPL,0.3333333333333333
2023-10-12,WMT,0.3333333333333333
2023-10-12,XOM,0.3333333333333333
2023-10-13,KO,0.3333333333333333
2023-10-13,JNJ,0.3333333333333333
2023-10-13,NVDA,0.3333333333333333
2023-10-16,DIS,0.3333333333333333
2023-10-16,AAPL,0.3333333333333333
2023-10-16,JPM,0.3333333333333333
2023-10-17,DIS,0.3333333333333333
2023-10-17,JPM,0.3333333333333333
2023-10-17,WMT,0.3333333333333333
2023-10-18,SPY,0.3333333333333333
2023-10-18,NVDA,0.3333333333333333
2023-10-18,MSFT,0.3333333333333333
2023-10-19,SPY,0.3333333333333333
2023-10-19,NVDA,0.3333333333333333
2023-10-19,WMT,0.3333333333333333
2023-10-20,SPY,0.3333333333333333
2023-10-20,KO,0.3333333333333333
2023-10-20,BA,0.3333333333333333
2023-10-23,DIS,0.3333333333333333
2023-10-23,WMT,0.3333333333333333
2023-10-23,MSFT,0.3333333333333333
2023-10-24,DIS,0.3333333333333333
2023-10-24,NVDA,0.3333333333333333
2023-10-24,WMT,0.3333333333333333
