Date,Ticker,Trade_Weight,Direction
2024-12-11,TMDX,0.2,Buy
2024-12-11,CONI,0.2,Buy
2024-12-11,SMST,0.2,Buy
2024-12-11,ANAB,0.2,Buy
2024-12-11,TQQQ,0.2,Buy
2024-12-12,TMDX,-0.1946249361857787,Sell
2024-12-12,CONI,-0.1997188009906827,Sell
2024-12-12,ROOT,0.2,Buy
2024-12-12,PSIX,0.2,Buy
2024-12-12,SMST,-0.01713961377278661,Sell
2024-12-12,ANAB,0.006791047411085882,Buy
2024-12-12,TQQQ,0.004442913490929512,Buy
2024-12-13,RAPT,0.2,Buy
2024-12-13,ROOT,-0.204810938642447,Sell
2024-12-13,TEM,0.2,Buy
2024-12-13,PSIX,0.013960864997275363,Buy
2024-12-13,SMST,0.012267508616114253,Buy
2024-12-13,ANAB,-0.21249979453343407,Sell
2024-12-13,TQQQ,-0.00912818449583408,Sell
2024-12-16,TMDX,0.2,Buy
2024-12-16,RAPT,0.0017859772358447545,Buy
2024-12-16,TEM,-0.19907802723479218,Sell
2024-12-16,PSIX,0.015317474919484209,Buy
2024-12-16,SMST,-0.0046689793885763,Sell
2024-12-16,TQQQ,-0.013574588712292224,Sell
2024-12-17,TMDX,-0.20342229446118854,Sell
2024-12-17,RAPT,0.010244535641016517,Buy
2024-12-17,PSIX,0.009657892983584465,Buy
2024-12-17,SMST,-0.020427420127045126,Sell
2024-12-17,ANAB,0.2,Buy
2024-12-17,TQQQ,0.003839317903969075,Buy
2024-12-18,RAPT,-0.19631325044751186,Sell
2024-12-18,EXEEL,0.2,Buy
2024-12-18,QMOM,0.2,Buy
2024-12-18,TEM,0.2,Buy
2024-12-18,PSIX,0.010210495606585906,Buy
2024-12-18,SMST,-0.24032345787668152,Sell
2024-12-18,ANAB,-0.19365148341828275,Sell
2024-12-18,PFI,0.2,Buy
2024-12-18,TQQQ,-0.1800352407289599,Sell
2024-12-19,CTAS,0.2,Buy
2024-12-19,MUU,0.2,Buy
2024-12-19,EXEEL,-0.20403240139885712,Sell
2024-12-19,QMOM,-0.20584418330297657,Sell
2024-12-19,PXI,0.2,Buy
2024-12-19,TEM,0.003493502581851493,Buy
2024-12-19,PSIX,0.010002181732721688,Buy
2024-12-19,PFI,-0.20403240139885712,Sell
2024-12-20,CTAS,-0.18278000249575202,Sell
2024-12-20,RAPT,0.2,Buy
2024-12-20,MUU,-0.19038518295619256,Sell
2024-12-20,PXI,-0.18031175356402881,Sell
2024-12-20,SLGL,0.2,Buy
2024-12-20,TEM,-0.192303744996661,Sell
2024-12-20,PSIX,-0.2544935217953685,Sell
2024-12-20,SMST,0.2,Buy
2024-12-20,ANAB,0.2,Buy
2024-12-20,TQQQ,0.2,Buy
2024-12-23,RAPT,-0.23146399541474158,Sell
2024-12-23,SLGL,-0.4223041142242094,Sell
2024-12-23,TEM,0.2,Buy
2024-12-23,HUT,0.2,Buy
2024-12-23,SMST,-0.12822688859925377,Sell
2024-12-23,ANAB,0.09457780073831493,Buy
2024-12-23,BKCH,0.2,Buy
2024-12-23,TQQQ,0.08714266219365699,Buy
2024-12-24,SLGL,0.2,Buy
2024-12-24,TEM,-0.1914142805030266,Sell
2024-12-24,SYM,0.2,Buy
2024-12-24,HUT,-0.2154073627565836,Sell
2024-12-24,SMST,0.2,Buy
2024-12-24,ANAB,0.009025410986661597,Buy
2024-12-24,BKCH,-0.20287227982187972,Sell
2024-12-24,TQQQ,0.0002930747366091391,Buy
2024-12-26,TMDX,0.2,Buy
2024-12-26,TSMX,0.2,Buy
2024-12-26,SLGL,-0.23325060128728806,Sell
2024-12-26,SYM,-0.18942588331437582,Sell
2024-12-26,SMST,-0.2053044610448579,Sell
2024-12-26,ANAB,0.014658146754119805,Buy
2024-12-26,TQQQ,0.013037298196127867,Buy
2024-12-26,MSTR,0.2,Buy
2024-12-27,TMDX,-0.0017047664140913688,Sell
2024-12-27,ARWR,0.2,Buy
2024-12-27,NEGG,0.2,Buy
2024-12-27,TSMX,-0.2035017939485703,Sell
2024-12-27,ANAB,0.0036146252959803893,Buy
2024-12-27,TQQQ,0.0014902413732336417,Buy
2024-12-27,MSTR,-0.20022309882646305,Sell
2024-12-30,TMDX,0.0009334252224176831,Buy
2024-12-30,ARWR,-0.20112702964125395,Sell
2024-12-30,NEGG,-0.19559554065814824,Sell
2024-12-30,GPCR,0.2,Buy
2024-12-30,IREN,0.2,Buy
2024-12-30,ANAB,-0.20773813970526714,Sell
2024-12-30,TQQQ,0.0033196768722665304,Buy
2024-12-30,MSTR,0.2,Buy
2024-12-31,TMDX,-0.21093302157673074,Sell
2024-12-31,NVDL,0.2,Buy
2024-12-31,NEGG,0.2,Buy
2024-12-31,GPCR,-0.20423720505867982,Sell
2024-12-31,IREN,-0.19812597690618014,Sell
2024-12-31,NVDU,0.2,Buy
2024-12-31,TQQQ,0.004709735121247921,Buy
2024-12-31,MSTR,0.008283463409469533,Buy
2025-01-02,TCOM,0.2,Buy
2025-01-02,NVDL,-0.200833430066091,Sell
2025-01-02,NEGG,-0.2133712241933155,Sell
2025-01-02,PSIX,0.2,Buy
2025-01-02,PSCM,0.2,Buy
2025-01-02,NVDU,-0.20115376738074103,Sell
2025-01-02,ANAB,0.2,Buy
2025-01-02,TQQQ,0.011535108420579476,Buy
2025-01-02,MSTR,-0.19646741441480467,Sell
2025-01-03,TCOM,-0.20194122048065957,Sell
2025-01-03,CONI,0.2,Buy
